"","Country.Name","Country.Code","Series.Name","Series.Code","X1968..YR1968.","X1969..YR1969.","X1970..YR1970.","X1971..YR1971.","X1972..YR1972.","X1973..YR1973.","X1974..YR1974.","X1975..YR1975.","X1976..YR1976.","X1977..YR1977.","X1978..YR1978.","X1979..YR1979.","X1980..YR1980.","X1981..YR1981.","X1982..YR1982.","X1983..YR1983.","X1984..YR1984.","X1985..YR1985.","X1986..YR1986.","X1987..YR1987.","X1988..YR1988.","X1989..YR1989.","X1990..YR1990.","X1991..YR1991.","X1992..YR1992.","X1993..YR1993.","X1994..YR1994.","X1995..YR1995.","X1996..YR1996.","X1997..YR1997.","X1998..YR1998.","X1999..YR1999.","X2000..YR2000.","X2001..YR2001.","X2002..YR2002.","X2003..YR2003.","X2004..YR2004.","X2005..YR2005.","X2006..YR2006.","X2007..YR2007.","X2008..YR2008.","X2009..YR2009.","X2010..YR2010.","X2011..YR2011.","X2012..YR2012.","X2013..YR2013.","X2014..YR2014.","X2015..YR2015.","X2016..YR2016.","X2017..YR2017."
"17","Austria","AUT","Adolescents out of school, female (% of female lower secondary school age)","SE.SEC.UNER.LO.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"18","Austria","AUT","Adolescents out of school, male (% of male lower secondary school age)","SE.SEC.UNER.LO.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"19","Austria","AUT","All education staff compensation, primary (% of total expenditure in primary public institutions)","SE.XPD.MPRM.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","72.18692017","71.84368896","70.70156097","71.67491913","70.79186249","75.31394196","71.87841797","71.61669159","72.52339172","73.70774841","73.21993256","73.58226776","73.29959869","72.17176056","73.98547363","72.80603027","71.73986816","..","..",".."
"20","Austria","AUT","All education staff compensation, secondary (% of total expenditure in secondary public institutions)","SE.XPD.MSEC.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","78.66552734","79.35238647","78.01670837","80.86313629","79.82414246","78.21218109","77.42536163","78.72164917","77.61102295","77.59082031","77.29212952","77.6844635","77.23705292","74.87889862","72.16175842","71.44143677","73.12284088","..","..",".."
"21","Austria","AUT","All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)","SE.XPD.MTER.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","64.53788757","64.38139343","65.85334015","56.17670059","60.34196854","56.40095901","57.76433945","57.90647888","59.26723862","58.29333878","59.07669067","58.67683029","56.54391861","59.08155823","60.59275055","60.44853973","62.13180161","..","..",".."
"22","Austria","AUT","All education staff compensation, total (% of total expenditure in public institutions)","SE.XPD.MTOT.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","72.06614685","72.46943665","72.29398346","70.45198059","70.86998749","72.91589355","71.66107941","72.08592987","72.0556488","71.87705994","71.58045959","71.56958771","70.19281006","69.66162109","68.42957306","67.98860931","68.86692047","..","..",".."
"23","Austria","AUT","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.BA.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","13.27558041","13.71662045","..",".."
"24","Austria","AUT","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","12.25236988","13.08166981","..",".."
"25","Austria","AUT","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","98.6620636","..","..",".."
"26","Austria","AUT","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.LO.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","99.20393372","..","..",".."
"27","Austria","AUT","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.PO.FE.ZS","..","..","..","1.086799979","..","..","..","..","..","..","..","..","..","1.56772995","..","..","..","..","..","..","..","..","..","4.816440105","..","..","..","..","..","..","..","..","..","..","..","..","..","20.88841057","..","20.61354065","19.65648079","22.90416908","23.77244949","23.74505043","24.32714081","25.52957916","26.5969696","27.17237091","..",".."
"28","Austria","AUT","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","98.92321777","..","..",".."
"29","Austria","AUT","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.PO.MA.ZS","..","..","..","4.397490025","..","..","..","..","..","..","..","..","..","5.301179886","..","..","..","..","..","..","..","..","..","7.575669765","..","..","..","..","..","..","..","..","..","..","..","..","..","27.05878067","..","27.40195084","28.18556976","28.56596947","28.75724983","29.13743973","29.85849953","30.29903984","30.38097","31.25185966","..",".."
"30","Austria","AUT","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.PO.ZS","..","..","..","2.557899952","..","..","..","..","..","..","..","..","..","3.246510029","..","..","..","..","..","..","..","..","..","6.104519844","..","..","..","..","..","..","..","..","..","..","..","..","..","23.83703041","..","23.86700058","23.59576035","25.62254906","26.16739082","26.33883095","26.99064064","27.82756042","28.41851997","29.14282036","..",".."
"31","Austria","AUT","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"32","Austria","AUT","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)","SE.PRM.CUAT.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"33","Austria","AUT","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"34","Austria","AUT","Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","SE.TER.CUAT.ST.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","12.53104019","..","12.08244991","10.87922955","13.9850502","14.41469955","14.20326996","14.74314976","15.58135986","23.45747948","23.76194954","..",".."
"35","Austria","AUT","Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","SE.TER.CUAT.ST.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","19.69804001","..","19.90336037","20.24350929","20.93725967","20.87704086","21.07982063","21.5209198","21.85770035","29.65180016","30.32773018","..",".."
"36","Austria","AUT","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.BA.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","11.30401993","12.48534966","..",".."
"37","Austria","AUT","Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.UP.FE.ZS","..","..","..","25.7472496","..","..","..","..","..","..","..","..","..","38.12726974","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","66.92398834","..","64.91153717","62.95718002","68.06442261","69.24990845","69.06929016","69.83296967","70.52879333","71.52680969","72.46685028","..",".."
"38","Austria","AUT","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.UP.MA.ZS","..","..","..","54.04579926","..","..","..","..","..","..","..","..","..","66.11985779","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","82.15447998","..","83.02059937","83.55258942","84.1971817","84.4569397","84.3671875","84.66523743","84.59564972","85.18914795","86.01934052","..",".."
"39","Austria","AUT","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","..","..","..","38.32165146","..","..","..","..","..","..","..","..","..","50.7143898","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","74.2021637","..","73.59060669","72.46945953","75.81018829","76.55609894","76.42769623","76.97511292","77.30635834","78.10984039","79.01290131","..",".."
"40","Austria","AUT","Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.MS.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","9.570929527","9.98458004","..",".."
"41","Austria","AUT","Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.MS.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","11.76037979","11.80237007","..",".."
"42","Austria","AUT","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.MS.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","10.6243","10.8641901","..",".."
"43","Austria","AUT","Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.DO.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.384750009","1.171659946","..",".."
"44","Austria","AUT","Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.DO.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.796540022","0.511870027","..",".."
"45","Austria","AUT","Expenditure on primary education (% of government expenditure on education)","SE.XPD.PRIM.ZS","..","..","29.53660011","28.78403091","26.95643044","24.36956024","24.33579063","23.29125977","19.71989059","19.75428009","19.22727013","18.49872971","17.77629089","15.86493015","16.11187935","15.14402008","17.30624008","17.4834404","16.9623909","17.57817078","17.79488945","17.98538017","18.12516975","18.19998932","18.55665016","18.39868927","..","21.55518913","20.90690041","..","19.40117073","19.38195992","19.69779968","19.63965988","19.79904938","19.72308922","18.95075989","18.99533081","18.56855011","18.03006935","17.83971024","17.4274292","17.13281059","17.09498024","15.49042988","16.30241013","16.29670906","..","..",".."
"46","Austria","AUT","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.DO.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.078390002","0.830560029","..",".."
"47","Austria","AUT","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","..","..","50.99291992","51.85803986","51.2914505","53.95278931","53.02286911","53.07382965","53.77746964","54.28821182","55.07730865","55.81209183","56.07733917","52.47386169","51.59949875","51.45032883","49.03707886","49.59442139","48.43759918","49.50904083","48.86981964","48.5592804","48.9079895","48.04729843","48.13035965","47.07635117","..","46.89326859","48.33467865","..","44.06058121","44.83274841","45.41345978","45.20663071","45.71636963","48.93912125","47.27959824","45.93727875","46.57931137","46.28443146","46.27748108","46.7336998","44.35988998","45.36194992","41.21691895","41.20597839","40.36378098","..","..",".."
"48","Austria","AUT","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","..","..","15.06735992","15.08724022","15.36238003","15.23795033","15.67883015","16.14827919","16.10578918","15.19260025","14.84121037","14.96100998","14.94281006","14.29034996","14.95543003","15.6764698","17.42452049","17.66650963","19.80344009","19.78005028","20.45723915","20.63493919","20.34452057","21.29734039","20.96459007","20.51477051","..","21.5049305","21.05006981","..","26.23192024","26.18605995","25.00968933","23.64180946","22.57115936","23.51980019","26.12133026","27.28277016","27.16193008","27.75350952","27.1945591","26.19599915","27.71447945","26.85606003","33.30418015","32.33792877","32.5169487","..","..",".."
"49","Austria","AUT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","..","..","4.147160053","4.282350063","4.450150013","4.515470028","4.655940056","5.127960205","5.237659931","4.95401001","5.159790039","5.038159847","5.008969784","5.367809772","5.362989902","5.303780079","5.294469833","5.297210217","5.499959946","5.376110077","5.190730095","5.01816988","4.957250118","5.103219986","5.296979904","5.251999855","..","5.428349972","5.259900093","..","6.103740215","6.112339973","5.588809967","5.575479984","5.522130013","5.361830235","5.302430153","5.249370098","5.226520061","5.146900177","5.263959885","5.730249882","5.700479984","5.592269897","5.480400085","5.547110081","5.448979855","..","..",".."
"50","Austria","AUT","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","11.28604031","11.51311016","11.75020981","11.75971031","11.0731802","..","10.50611973","9.740949631","..","11.29195023","12.15056992","11.03322029","10.85632038","10.53232956","10.73962021","9.873330116","10.26185036","10.37458038","10.45228958","10.55515003","10.58393002","10.78913021","10.9884901","10.70236015","10.87255001","10.41331005","..","..",".."
"51","Austria","AUT","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","82.87000275","79.86000061","79.56999969","79.37999725","75.48999786","76.84999847","76.52999878","75.34999847","76.48999786","73.09999847","76.69000244","77.31999969","77.51999664","75.51999664","76.40000153","74.59999847","76.51999664","77.76000214","78.13999939","77.51000214","77.31999969","77.86000061",".."
"52","Austria","AUT","Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","86.76999664","84.43000031","86.69999695","82.80000305","76.70999908","78.23999786","78.69000244","77.54000092","76.59999847","75.45999908","75.45999908","75.72000122","77.01000214","75.61000061","75.37000275","75.73000336","75.44999695","75.69999695","75.93000031","76.16999817","76.48999786","76",".."
"53","Austria","AUT","Labor force with advanced education, male (% of male working-age population with advanced education)","SL.TLF.ADVN.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","85.12000275","82.45999908","83.65000153","81.30999756","76.25","77.69000244","77.81999969","76.54000092","76.55000305","74.51999664","75.97000122","76.37000275","77.20999908","75.56999969","75.80999756","75.25","75.91000366","76.59999847","76.91000366","76.80000305","76.88999939","76.87999725",".."
"54","Austria","AUT","Labor force with basic education (% of total working-age population with basic education)","SL.TLF.BASC.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","40.65000153","38.38000107","37.52999878","31.22999954","30.97999954","30.27000046","29.52000046","31.17000008","30.93000031","28.25","29.42000008","31.14999962","33.15999985","32.45999908","32.11999893","31.32999992","31.36000061","31.27000046","30.96999931","30.90999985","30.30999947","30.79999924",".."
"55","Austria","AUT","Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","60.36000061","57.52999878","55.79999924","50.5","50.61999893","49.72000122","47.81000137","48.90999985","47.77999878","44.97999954","47.27000046","48.40999985","49.70000076","48.75999832","48.58000183","47.95000076","48.93999863","47.36999893","46.63000107","46.75","46.72999954","48.58000183",".."
"56","Austria","AUT","Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","47.81000137","45.41999817","44.33000183","38.09000015","37.97999954","37.25999832","36.15999985","37.61000061","36.95999908","34.52000046","36.15999985","37.34999847","39.11999893","38.40000153","38.11000061","37.47999954","37.84999847","37.24000168","36.84000015","36.79999924","36.36000061","37.5",".."
"57","Austria","AUT","Labor force with intermediate education (% of total working-age population with intermediate education)","SL.TLF.INTM.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","63.25999832","63.70999908","63.29999924","60.95000076","60.61999893","60.02000046","59.61000061","59.16999817","59.84000015","59.79000092","60.11000061","61.24000168","61.74000168","62.54999924","62.95000076","63.29000092","63.5","63.54999924","63.5","59.93000031","59.79000092","59.54000092",".."
"58","Austria","AUT","Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","77.69999695","78.05000305","77.12999725","74.97000122","75.48000336","74.54000092","73.36000061","73.08000183","73.76999664","69.91999817","71.08000183","70.87999725","71.54000092","71.86000061","71.43000031","71.08000183","70.48000336","70.79000092","70.87000275","68.31999969","67.70999908","67.97000122",".."
"59","Austria","AUT","Labor force with intermediate education, male (% of male working-age population with intermediate education)","SL.TLF.INTM.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","71.30999756","71.62999725","70.83000183","68.48999786","68.34999847","67.58999634","66.75","66.43000031","67.19000244","64.87000275","65.66000366","66.22000122","66.81999969","67.34999847","67.31999969","67.29000092","67.06999969","67.26000214","67.26999664","64.25","63.88999939","63.90999985",".."
"60","Austria","AUT","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","4.472312782","6.275867166","6.457289015","5.114968621","6.20786096","4.890435464","3.942138116","-0.363735713","4.578445391","5.079980849","-0.210653505","5.356699813","1.731485419","-0.144294488","2.011254392","2.973088004","0.051275231","2.498678498","2.301392757","1.357168055","3.29588018","3.887074792","4.345641557","3.441627404","2.093524711","0.526809481","2.402118784","2.667983628","2.398314298","2.205019671","3.559966905","3.589987723","3.368407739","1.350516072","1.655854961","0.75615658","2.705743078","2.140682603","3.350831347","3.621510433","1.547263822","-3.799075045","1.928673055","2.922797636","0.680444374","0.025504101","0.828733875","1.091854232","1.450915438",".."
"61","Austria","AUT","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","3.931241829","5.909495926","6.086168381","4.646942767","5.592381405","4.310905928","3.765373077","-0.099030361","4.763369827","5.039647868","-0.129830298","5.536447846","1.731377616","-0.398620316","1.93812119","3.139628054","0.057573561","2.450565672","2.236401901","1.29304527","3.149746789","3.420101759","3.553547803","2.413986084","0.976092333","-0.298754086","2.008761655","2.510912791","2.26014956","2.089270004","3.446394565","3.388635719","3.120139809","0.963288535","1.156956262","0.26653272","2.07051572","1.447196514","2.840716791","3.28616869","1.229875844","-4.050746662","1.68393662","2.57644867","0.22244938","-0.557045851","0.094496074","0.019315596","0.308745019",".."
"62","Austria","AUT","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","..","..","..","5.210233119","6.04816158","4.8464665","4.264947957","-0.442696469","4.410986159","5.012725403","-0.206349133","5.493690998","1.882929681","-0.052392364","2.135501536","2.988167436","0.09841983","2.583124707","1.886295444","1.316429034","3.827029628","4.234372799","4.511446781","2.943392423","1.89256506","0.598168299","2.197163945","2.307183813","2.743059352","1.783789287","3.407250074","2.560745914","4.129258404","0.836313933","2.473486236","1.093696547","2.824949379","2.06459397","3.816544815","3.273425877","2.49767096","-4.635985584","2.826153595","2.409587998","0.445612684","0.192190781","0.691607468","0.228371491","2.140163004",".."
